SOURCE_ID,SOURCE_TYPE,TITLE,URL,PUBLICATION_DATE,AUTHOR,CHANNEL_ID,FIRST_PARTY_STATUS,RETRIEVAL_DATE,RAW_ARTIFACT_SHA256,TRANSCRIPT_AVAILABLE,FRAME_EXTRACTION_AVAILABLE,NOTES
YT_SHORT_YyZXQDEZQ1E,YOUTUBE_SHORT,Watch when trading FVGs❗,https://www.youtube.com/shorts/YyZXQDEZQ1E,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_ZJAQbBkdeKQ,YOUTUBE_SHORT,Consolidations = Fair Value Gaps,https://www.youtube.com/shorts/ZJAQbBkdeKQ,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_ZQCX4xO2NkY,YOUTUBE_SHORT,Trading is always about Making Money,https://www.youtube.com/shorts/ZQCX4xO2NkY,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT__bz0qZ-JDsc,YOUTUBE_SHORT,Aligning timeframes is what you are missing.,https://www.youtube.com/shorts/_bz0qZ-JDsc,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_a0SO3WIQ7r0,YOUTUBE_SHORT,Market Structure Keys❗,https://www.youtube.com/shorts/a0SO3WIQ7r0,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_aNM40EFXYAw,YOUTUBE_SHORT,Never miss a Liquidity Sweep again 🚫,https://www.youtube.com/shorts/aNM40EFXYAw,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_aTqPo8UsK_8,YOUTUBE_SHORT,Do this to determine if a ITH/ITL will hold ❗,https://www.youtube.com/shorts/aTqPo8UsK_8,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_akZmX0Sa2mM,YOUTUBE_SHORT,These are the best timeframes 💯,https://www.youtube.com/shorts/akZmX0Sa2mM,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_b8Gj8fuhNck,YOUTUBE_SHORT,My Bread and Butter Trade Setup,https://www.youtube.com/shorts/b8Gj8fuhNck,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_bOYf70xZnsk,YOUTUBE_SHORT,Candles = FVGs ❗,https://www.youtube.com/shorts/bOYf70xZnsk,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_bPN8_Omsv2M,YOUTUBE_SHORT,My EU Trade on Monday,https://www.youtube.com/shorts/bPN8_Omsv2M,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_c-xIHpe0Ljc,YOUTUBE_SHORT,How far can price retrace? 📉,https://www.youtube.com/shorts/c-xIHpe0Ljc,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_c7OREkdAW38,YOUTUBE_SHORT,Trading Context / Narrative Explained,https://www.youtube.com/shorts/c7OREkdAW38,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_cEOjb19iOpM,YOUTUBE_SHORT,FVGs make Price Legs Strong,https://www.youtube.com/shorts/cEOjb19iOpM,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_cLYKCoPQYSI,YOUTUBE_SHORT,All you need to know about Fair Value Areas ✅,https://www.youtube.com/shorts/cLYKCoPQYSI,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_cOtfg98MKxU,YOUTUBE_SHORT,Not all Fair Value Gaps are created equal🕵️‍♂️,https://www.youtube.com/shorts/cOtfg98MKxU,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_dG0_n6A3gVw,YOUTUBE_SHORT,Order Blocks Made Easy,https://www.youtube.com/shorts/dG0_n6A3gVw,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_eQ4gBc7jpE4,YOUTUBE_SHORT,"Don't get stuck on the LTF , zoom out",https://www.youtube.com/shorts/eQ4gBc7jpE4,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_eas4M9nViUo,YOUTUBE_SHORT,the Best Daily Bias Concept (simplified),https://www.youtube.com/shorts/eas4M9nViUo,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_fJBRAhP-eig,YOUTUBE_SHORT,Easily find your Narrative with just FVGs ✅,https://www.youtube.com/shorts/fJBRAhP-eig,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_fQOvtACammk,YOUTUBE_SHORT,Use Candle Science to identify a Liquidity Sweep!,https://www.youtube.com/shorts/fQOvtACammk,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_gvTw78gLjHI,YOUTUBE_SHORT,Traders have their priorities wrong.,https://www.youtube.com/shorts/gvTw78gLjHI,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_hnWQzOw-UlA,YOUTUBE_SHORT,Traders don't always need to know what the market is going to do. ❌,https://www.youtube.com/shorts/hnWQzOw-UlA,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_hwibFYMk4CI,YOUTUBE_SHORT,This 1 Candle tells you everything🕯️,https://www.youtube.com/shorts/hwibFYMk4CI,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_ija56J76LNU,YOUTUBE_SHORT,Your Entry Model is making you more emotional in your trading.,https://www.youtube.com/shorts/ija56J76LNU,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_jMbsTY1CPOk,YOUTUBE_SHORT,These are the only timeframes you should be using!,https://www.youtube.com/shorts/jMbsTY1CPOk,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_k_x9G4auhmA,YOUTUBE_SHORT,🚗💨 Would you drive 50 minutes back home just because you forgot your towel for the gym?,https://www.youtube.com/shorts/k_x9G4auhmA,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_kdaJl58pYG0,YOUTUBE_SHORT,Feeling overwhelmed by FVGs? Try this👇🏼,https://www.youtube.com/shorts/kdaJl58pYG0,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_kzUpr9ZTarY,YOUTUBE_SHORT,Patience in trading always pays off 💰,https://www.youtube.com/shorts/kzUpr9ZTarY,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_lDlG9zRUJmk,YOUTUBE_SHORT,1 singular Candle tells you more than enough🕯️,https://www.youtube.com/shorts/lDlG9zRUJmk,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_nfwm4ZAxykg,YOUTUBE_SHORT,Don't overcomplicate time when trading,https://www.youtube.com/shorts/nfwm4ZAxykg,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_o3ec4PflI_M,YOUTUBE_SHORT,How to trade Liquidity in 3 easy steps ✅,https://www.youtube.com/shorts/o3ec4PflI_M,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_oMF7nadgIVc,YOUTUBE_SHORT,The SECRET FVG You Didn't Know Existed!,https://www.youtube.com/shorts/oMF7nadgIVc,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_ogYsc14NUiI,YOUTUBE_SHORT,All you need is Fair Value Gaps and Swing Points!,https://www.youtube.com/shorts/ogYsc14NUiI,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_pCRheZeHXDE,YOUTUBE_SHORT,Market Structure Secrets,https://www.youtube.com/shorts/pCRheZeHXDE,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_p_WwR5LhRRw,YOUTUBE_SHORT,🔰 I’ll never forget the moment when I understood the Market only does one of two things:,https://www.youtube.com/shorts/p_WwR5LhRRw,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_pgouUgZLivo,YOUTUBE_SHORT,You don't need MSS,https://www.youtube.com/shorts/pgouUgZLivo,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_plmgen7XmAs,YOUTUBE_SHORT,Stop marking out your PD Arrays incorrectly ❌,https://www.youtube.com/shorts/plmgen7XmAs,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_poo3bu81ieE,YOUTUBE_SHORT,Orderblocks made easy ✅,https://www.youtube.com/shorts/poo3bu81ieE,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_q1kZ3KuByzo,YOUTUBE_SHORT,The key to profitability is understanding probabilities.,https://www.youtube.com/shorts/q1kZ3KuByzo,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_qJPgXUm0fU4,YOUTUBE_SHORT,The 3 concepts that will make you profitable!,https://www.youtube.com/shorts/qJPgXUm0fU4,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_stXABZgfdE0,YOUTUBE_SHORT,What is fair value?,https://www.youtube.com/shorts/stXABZgfdE0,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_tI0fc-skqVw,YOUTUBE_SHORT,Market Structure Shift is Bullsh*t,https://www.youtube.com/shorts/tI0fc-skqVw,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_tKwArjFxxss,YOUTUBE_SHORT,You are trading the Silver Bullet wrong...,https://www.youtube.com/shorts/tKwArjFxxss,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_uDye3Yx5APQ,YOUTUBE_SHORT,The Liquidity Trap you have not heard of 🔓,https://www.youtube.com/shorts/uDye3Yx5APQ,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_v02Y3H5pIq4,YOUTUBE_SHORT,Time made simple (2 concepts),https://www.youtube.com/shorts/v02Y3H5pIq4,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_v1P5GAiCwNU,YOUTUBE_SHORT,"You don't need a MSS, just use FVGs!",https://www.youtube.com/shorts/v1P5GAiCwNU,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_vBlKFuDzCq8,YOUTUBE_SHORT,Low Resistance Liquidity = Money,https://www.youtube.com/shorts/vBlKFuDzCq8,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_vfU1f8_zEBQ,YOUTUBE_SHORT,How To Trade the Best FVGs?⚡,https://www.youtube.com/shorts/vfU1f8_zEBQ,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_yY0dYsI13O8,YOUTUBE_SHORT,Be aware of FVGs that don't create new FVGs 🚫,https://www.youtube.com/shorts/yY0dYsI13O8,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_yYicUbfiW90,YOUTUBE_SHORT,What is a Narrative?,https://www.youtube.com/shorts/yYicUbfiW90,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_y_nVbo27elE,YOUTUBE_SHORT,All you need is 1️⃣ Candle,https://www.youtube.com/shorts/y_nVbo27elE,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_zbNVxc18BYw,YOUTUBE_SHORT,Stop spending hours in front of the charts 🚫,https://www.youtube.com/shorts/zbNVxc18BYw,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_STREAM_0ydA0PF4sEQ,YOUTUBE_STREAM,Come Make Money with us (Weekly Forecast),https://www.youtube.com/watch?v=0ydA0PF4sEQ,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_1LToBsy7iLc,YOUTUBE_STREAM,Forecast + Diving into Topics,https://www.youtube.com/watch?v=1LToBsy7iLc,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_1qHdIl2BqK0,YOUTUBE_STREAM,Free Weekly Forecast!,https://www.youtube.com/watch?v=1qHdIl2BqK0,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_2ObChFqtzaQ,YOUTUBE_STREAM,"Live Forecast, Dollar Higher or Lower?",https://www.youtube.com/watch?v=2ObChFqtzaQ,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_3MQVb6kS8xw,YOUTUBE_STREAM,How Fair Value Gaps Create a Narrative,https://www.youtube.com/watch?v=3MQVb6kS8xw,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_40-K5uSFFsQ,YOUTUBE_STREAM,Live Weekly Recap + Questions,https://www.youtube.com/watch?v=40-K5uSFFsQ,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_5cxoO5h65zE,YOUTUBE_STREAM,Free Weekly Forecast!,https://www.youtube.com/watch?v=5cxoO5h65zE,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_5iVecjL7NRk,YOUTUBE_STREAM,Weekly Forecast + Questions,https://www.youtube.com/watch?v=5iVecjL7NRk,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_5mz2HFsS7ko,YOUTUBE_STREAM,FVG Secrets,https://www.youtube.com/watch?v=5mz2HFsS7ko,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_890f6V0R5xQ,YOUTUBE_STREAM,Sunday Weekly Forecast (live),https://www.youtube.com/watch?v=890f6V0R5xQ,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_8hiIEMBASpI,YOUTUBE_STREAM,"Weekly Forecast, A-Z Recap and QA",https://www.youtube.com/watch?v=8hiIEMBASpI,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_Czow3BqzzNY,YOUTUBE_STREAM,MMT is Back! Weekly Forecast,https://www.youtube.com/watch?v=Czow3BqzzNY,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_D6q-cGT0nys,YOUTUBE_STREAM,"You Only See Trades After They Happen, Here’s How To Fix It",https://www.youtube.com/watch?v=D6q-cGT0nys,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_DQPTJkEtPJ8,YOUTUBE_STREAM,Free Weekly Forecast! (pre-recorded),https://www.youtube.com/watch?v=DQPTJkEtPJ8,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_DqcBKe54z0Y,YOUTUBE_STREAM,Live Wednesday - Create a Profitable Process,https://www.youtube.com/watch?v=DqcBKe54z0Y,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_E1Wt6DGgqac,YOUTUBE_STREAM,How To Spot Trades of The Past Week (+ Forecast),https://www.youtube.com/watch?v=E1Wt6DGgqac,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_GFOtl9lRSZ0,YOUTUBE_STREAM,The Mindset you NEED to become profitable - Livestream,https://www.youtube.com/watch?v=GFOtl9lRSZ0,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_Ho27L8DuV2U,YOUTUBE_STREAM,Tuesday's Trading Gems,https://www.youtube.com/watch?v=Ho27L8DuV2U,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_IR989FCg-r8,YOUTUBE_STREAM,"Discussing Candle Science, Live",https://www.youtube.com/watch?v=IR989FCg-r8,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_IkBMD32CR5Y,YOUTUBE_STREAM,Ready to Make Money? Weekly Forecast,https://www.youtube.com/watch?v=IkBMD32CR5Y,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
YT_STREAM_Lc0gKT7iA3c,YOUTUBE_STREAM,Arjo's Forecast + Study Sunday,https://www.youtube.com/watch?v=Lc0gKT7iA3c,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube streams surface; relevance unassessed; no semantic closure performed
